-0.707107 -0.707107 0 0
-0.292893 -0.292893 0 0


0.707107 -0.707107 0 0
0.292893 -0.292893 0 0


-0.707107 -0.707107 0 0
-0.661487 -0.707107 0 0
-0.615867 -0.707107 0 0
-0.570247 -0.707107 0 0
-0.524628 -0.707107 0 0
-0.479008 -0.707107 0 0
-0.433388 -0.707107 0 0
-0.387768 -0.707107 0 0
-0.342148 -0.707107 0 0
-0.296529 -0.707107 0 0
-0.250909 -0.707107 0 0
-0.205289 -0.707107 0 0
-0.159669 -0.707107 0 0
-0.114049 -0.707107 0 0
-0.0684297 -0.707107 0 0
-0.0228099 -0.707107 0 0
0.0228099 -0.707107 0 0
0.0684297 -0.707107 0 0
0.114049 -0.707107 0 0
0.159669 -0.707107 0 0
0.205289 -0.707107 0 0
0.250909 -0.707107 0 0
0.296529 -0.707107 0 0
0.342148 -0.707107 0 0
0.387768 -0.707107 0 0
0.433388 -0.707107 0 0
0.479008 -0.707107 0 0
0.524628 -0.707107 0 0
0.570247 -0.707107 0 0
0.615867 -0.707107 0 0
0.661487 -0.707107 0 0
0.707107 -0.707107 0 0


-0.292893 -0.292893 0 0
0.292893 -0.292893 0 0


-0.707107 -0.707107 0 0
-0.707107 -0.661487 0 0
-0.707107 -0.615867 0 0
-0.707107 -0.570247 0 0
-0.707107 -0.524628 0 0
-0.707107 -0.479008 0 0
-0.707107 -0.433388 0 0
-0.707107 -0.387768 0 0
-0.707107 -0.342148 0 0
-0.707107 -0.296529 0 0
-0.707107 -0.250909 0 0
-0.707107 -0.205289 0 0
-0.707107 -0.159669 0 0
-0.707107 -0.114049 0 0
-0.707107 -0.0684297 0 0
-0.707107 -0.0228099 0 0
-0.707107 0.0228099 0 0
-0.707107 0.0684297 0 0
-0.707107 0.114049 0 0
-0.707107 0.159669 0 0
-0.707107 0.205289 0 0
-0.707107 0.250909 0 0
-0.707107 0.296529 0 0
-0.707107 0.342148 0 0
-0.707107 0.387768 0 0
-0.707107 0.433388 0 0
-0.707107 0.479008 0 0
-0.707107 0.524628 0 0
-0.707107 0.570247 0 0
-0.707107 0.615867 0 0
-0.707107 0.661487 0 0
-0.707107 0.707107 0 0


-0.292893 -0.292893 0 0
-0.292893 0.292893 0 0


-0.707107 -0.707107 0 0
-0.292893 -0.292893 0 0


-0.707107 0.707107 0 0
-0.292893 0.292893 0 0


-0.292893 -0.292893 0 0
0.292893 -0.292893 0 0
0.292893 0.292893 0 0
-0.292893 0.292893 0 0
-0.292893 -0.292893 0 0


0.707107 -0.707107 0 0
0.292893 -0.292893 0 0


0.707107 0.707107 0 0
0.292893 0.292893 0 0


0.707107 -0.707107 0 0
0.707107 -0.661487 0 0
0.707107 -0.615867 0 0
0.707107 -0.570247 0 0
0.707107 -0.524628 0 0
0.707107 -0.479008 0 0
0.707107 -0.433388 0 0
0.707107 -0.387768 0 0
0.707107 -0.342148 0 0
0.707107 -0.296529 0 0
0.707107 -0.250909 0 0
0.707107 -0.205289 0 0
0.707107 -0.159669 0 0
0.707107 -0.114049 0 0
0.707107 -0.0684297 0 0
0.707107 -0.0228099 0 0
0.707107 0.0228099 0 0
0.707107 0.0684297 0 0
0.707107 0.114049 0 0
0.707107 0.159669 0 0
0.707107 0.205289 0 0
0.707107 0.250909 0 0
0.707107 0.296529 0 0
0.707107 0.342148 0 0
0.707107 0.387768 0 0
0.707107 0.433388 0 0
0.707107 0.479008 0 0
0.707107 0.524628 0 0
0.707107 0.570247 0 0
0.707107 0.615867 0 0
0.707107 0.661487 0 0
0.707107 0.707107 0 0


0.292893 -0.292893 0 0
0.292893 0.292893 0 0


-0.707107 0.707107 0 0
-0.661487 0.707107 0 0
-0.615867 0.707107 0 0
-0.570247 0.707107 0 0
-0.524628 0.707107 0 0
-0.479008 0.707107 0 0
-0.433388 0.707107 0 0
-0.387768 0.707107 0 0
-0.342148 0.707107 0 0
-0.296529 0.707107 0 0
-0.250909 0.707107 0 0
-0.205289 0.707107 0 0
-0.159669 0.707107 0 0
-0.114049 0.707107 0 0
-0.0684297 0.707107 0 0
-0.0228099 0.707107 0 0
0.0228099 0.707107 0 0
0.0684297 0.707107 0 0
0.114049 0.707107 0 0
0.159669 0.707107 0 0
0.205289 0.707107 0 0
0.250909 0.707107 0 0
0.296529 0.707107 0 0
0.342148 0.707107 0 0
0.387768 0.707107 0 0
0.433388 0.707107 0 0
0.479008 0.707107 0 0
0.524628 0.707107 0 0
0.570247 0.707107 0 0
0.615867 0.707107 0 0
0.661487 0.707107 0 0
0.707107 0.707107 0 0


-0.292893 0.292893 0 0
0.292893 0.292893 0 0


-0.707107 0.707107 0 0
-0.292893 0.292893 0 0


0.707107 0.707107 0 0
0.292893 0.292893 0 0


