-0.707107 -0.707107 1 0
-0.5 -0.5 1 0


0 -1 1 0
0 -0.646447 1 0


-0.707107 -0.707107 1 0
-0.684297 -0.716555 1 0
-0.661487 -0.726003 1 0
-0.638677 -0.735451 1 0
-0.615867 -0.744899 1 0
-0.593057 -0.754348 1 0
-0.570247 -0.763796 1 0
-0.547438 -0.773244 1 0
-0.524628 -0.782692 1 0
-0.501818 -0.79214 1 0
-0.479008 -0.801588 1 0
-0.456198 -0.811037 1 0
-0.433388 -0.820485 1 0
-0.410578 -0.829933 1 0
-0.387768 -0.839381 1 0
-0.364958 -0.848829 1 0
-0.342148 -0.858277 1 0
-0.319339 -0.867726 1 0
-0.296529 -0.877174 1 0
-0.273719 -0.886622 1 0
-0.250909 -0.89607 1 0
-0.228099 -0.905518 1 0
-0.205289 -0.914966 1 0
-0.182479 -0.924415 1 0
-0.159669 -0.933863 1 0
-0.136859 -0.943311 1 0
-0.114049 -0.952759 1 0
-0.0912396 -0.962207 1 0
-0.0684297 -0.971655 1 0
-0.0456198 -0.981104 1 0
-0.0228099 -0.990552 1 0
0 -1 1 0


-0.5 -0.5 1 0
0 -0.646447 1 0


0 -1 1 0
0 -0.646447 1 0


0.707107 -0.707107 1 0
0.5 -0.5 1 0


0 -1 1 0
0.0228099 -0.990552 1 0
0.0456198 -0.981104 1 0
0.0684297 -0.971655 1 0
0.0912396 -0.962207 1 0
0.114049 -0.952759 1 0
0.136859 -0.943311 1 0
0.159669 -0.933863 1 0
0.182479 -0.924415 1 0
0.205289 -0.914966 1 0
0.228099 -0.905518 1 0
0.250909 -0.89607 1 0
0.273719 -0.886622 1 0
0.296529 -0.877174 1 0
0.319339 -0.867726 1 0
0.342148 -0.858277 1 0
0.364958 -0.848829 1 0
0.387768 -0.839381 1 0
0.410578 -0.829933 1 0
0.433388 -0.820485 1 0
0.456198 -0.811037 1 0
0.479008 -0.801588 1 0
0.501818 -0.79214 1 0
0.524628 -0.782692 1 0
0.547438 -0.773244 1 0
0.570247 -0.763796 1 0
0.593057 -0.754348 1 0
0.615867 -0.744899 1 0
0.638677 -0.735451 1 0
0.661487 -0.726003 1 0
0.684297 -0.716555 1 0
0.707107 -0.707107 1 0


0 -0.646447 1 0
0.5 -0.5 1 0


-0.5 -0.5 1 0
0 -0.646447 1 0
0 -0.292893 1 0
-0.292893 -0.292893 1 0
-0.5 -0.5 1 0


0 -0.646447 1 0
0.5 -0.5 1 0
0.292893 -0.292893 1 0
0 -0.292893 1 0
0 -0.646447 1 0


-0.707107 -0.707107 1 0
-0.716555 -0.684297 1 0
-0.726003 -0.661487 1 0
-0.735451 -0.638677 1 0
-0.744899 -0.615867 1 0
-0.754348 -0.593057 1 0
-0.763796 -0.570247 1 0
-0.773244 -0.547438 1 0
-0.782692 -0.524628 1 0
-0.79214 -0.501818 1 0
-0.801588 -0.479008 1 0
-0.811037 -0.456198 1 0
-0.820485 -0.433388 1 0
-0.829933 -0.410578 1 0
-0.839381 -0.387768 1 0
-0.848829 -0.364958 1 0
-0.858277 -0.342148 1 0
-0.867726 -0.319339 1 0
-0.877174 -0.296529 1 0
-0.886622 -0.273719 1 0
-0.89607 -0.250909 1 0
-0.905518 -0.228099 1 0
-0.914966 -0.205289 1 0
-0.924415 -0.182479 1 0
-0.933863 -0.159669 1 0
-0.943311 -0.136859 1 0
-0.952759 -0.114049 1 0
-0.962207 -0.0912396 1 0
-0.971655 -0.0684297 1 0
-0.981104 -0.0456198 1 0
